Entity,Code,Year,Wheat (tonnes per hectare),Rice (tonnes per hectare),Maize (tonnes per hectare),Soybeans (tonnes per hectare),Potatoes (tonnes per hectare),Beans (tonnes per hectare),Peas (tonnes per hectare),Cassava (tonnes per hectare),Barley (tonnes per hectare),Cocoa beans (tonnes per hectare),Bananas (tonnes per hectare) 
China,CHN,1970,1.1476,3.4162,2.0891,1.0942,10.7489,0.8284,1.0455,11.875,1.1396,0,12.0706
China,CHN,1971,1.2718,3.3145,2.1461,1.1082,10.4779,0.8739,1.1579,12.3161,1.2607,0,14.8407
China,CHN,1972,1.3695,3.2475,1.925,0.8552,10.2188,0.8893,1.0526,12.3054,1.2682,0,14.6341
China,CHN,1973,1.3337,3.4818,2.3344,1.1337,13.4986,0.946,1.1053,12.211,1.0765,0,17.4605
China,CHN,1974,1.5116,3.5033,2.4683,1.0327,12.998,0.9983,1.1667,12.2756,1.4814,0,17.283
China,CHN,1975,1.6397,3.5283,2.5422,1.0382,11.5704,0.9972,1.1667,11.9812,1.7603,0,15.8437
China,CHN,1976,1.7754,3.4957,2.5072,0.996,11.2996,0.9685,1.2222,12.5931,2.0145,0,18.6637
China,CHN,1977,1.465,3.6373,2.5158,1.0646,13.235,0.9449,1.1111,12.4005,1.9748,0,21.7363
China,CHN,1978,1.8449,3.9809,2.8031,1.0617,12.747,1.1135,1.5714,12.6928,2.2294,0,18.2956
China,CHN,1979,2.1395,4.2491,2.9851,1.0322,11.138,1.0024,1.5333,14.0896,2.4896,0,20.3389
China,CHN,1980,1.8914,4.1435,3.0785,1.1011,11.2447,1.0105,1.6429,14.6192,2.1809,0,19.3176
China,CHN,1981,2.1091,4.3315,3.0507,1.1639,10.2809,1.0108,1.5714,15.1613,2.5833,0,17.5257
China,CHN,1982,2.4517,4.8888,3.2686,1.0742,10.8924,1.1422,1.4286,15.2788,2.807,0,18.657
China,CHN,1983,2.8017,5.0918,3.6255,1.2913,11.3754,1.1422,1.4107,15.8105,2.4999,0,18.2096
China,CHN,1984,2.9691,5.3634,3.962,1.3309,11.6578,1.2064,1.5091,15.8072,2.75,0,17.6206
China,CHN,1985,2.9367,5.2498,3.6103,1.3608,10.8015,1.149,1.315,14.9959,2.6471,0,15.0042
China,CHN,1986,3.0403,5.3272,3.7074,1.4002,10.0065,1.0765,1.3162,15.1848,2.2909,0,17.6248
China,CHN,1987,2.9829,5.4035,3.923,1.4434,10.3142,1.0441,1.3163,14.3444,2.8283,0,13.8214
China,CHN,1988,2.9679,5.2819,3.9306,1.4346,11.5177,1.2902,1.4375,14.1317,3.0612,0,13.5554
China,CHN,1989,3.043,5.5005,3.8813,1.2699,11.0093,1.005,1.0939,14.6658,2.6087,0,13.2976
China,CHN,1990,3.1941,5.7166,4.5252,1.4554,11.3209,1.5008,1.5364,13.9135,2.8061,0,14.0154
China,CHN,1991,3.1004,5.6369,4.5799,1.3799,10.5654,1.3056,1.3782,14.3541,2.5455,0,15.307
China,CHN,1992,3.3312,5.7959,4.5347,1.4274,12.6205,1.235,1.3415,14.5545,2.75,0,13.8157
China,CHN,1993,3.5188,5.8462,4.9641,1.6195,14.8729,1.0451,1.6,14.7445,2.7667,0,14.1882
China,CHN,1994,3.4263,5.8288,4.6951,1.7351,13.6584,1.0747,1.5799,14.9155,2.8125,0,19.3787
China,CHN,1995,3.5415,6.021,4.9177,1.6617,13.3844,1.1031,1.5554,15.0735,2.6,0,16.6486
China,CHN,1996,3.7341,6.205,5.2039,1.7703,14.1997,1.2785,1.621,15.2861,2.6769,0,14.7079
China,CHN,1997,4.1019,6.3111,4.3901,1.7652,14.9655,1.2328,1.4925,15.4102,2.6246,0,16.3848
China,CHN,1998,3.6852,6.3529,5.2686,1.7826,15.8916,1.3184,1.6019,15.4973,2.4963,0,19.9382
China,CHN,1999,3.9466,6.3344,4.9458,1.7892,12.7032,1.4425,1.253,15.9747,2.5,0,20.8188
China,CHN,2000,3.7382,6.2642,4.5992,1.6557,14.0353,1.3749,1.2143,15.976,2.4729,0,19.9151
China,CHN,2001,3.8061,6.1524,4.6999,1.6248,13.6844,1.3531,1.189,16.0559,3.7571,0,21.568
China,CHN,2002,3.7766,6.1855,4.8737,1.8929,15.0405,1.4299,1.5789,15.9051,3.6329,0,22.4626
China,CHN,2003,3.9318,6.0606,4.8146,1.6529,15.0615,1.5765,1.4894,16.0164,3.5599,0,23.1096
China,CHN,2004,4.2519,6.3085,5.1217,1.8148,15.7112,1.5254,1.2073,15.5255,4.1022,0,22.8248
China,CHN,2005,4.2753,6.2527,5.2881,1.7045,14.5263,1.4744,1.155,15.4001,4.1452,0,23.3802
China,CHN,2006,4.5935,6.2763,5.3272,1.6209,15.3168,1.6324,1.1256,16.2365,3.7627,0,24.055
China,CHN,2007,4.6076,6.4223,5.1673,1.4537,14.6283,1.546,1.1009,16.2394,3.6049,0,25.2959
China,CHN,2008,4.762,6.5558,5.5561,1.7028,15.182,1.7008,1.1892,16.3042,3.5569,0,24.452
China,CHN,2009,4.739,6.582,5.2593,1.6302,14.4171,1.647,1.0971,16.3682,3.7011,0,25.7163
China,CHN,2010,4.7484,6.5481,5.4598,1.7712,15.6686,1.4692,1.045,16.3788,3.4023,0,26.5611
China,CHN,2011,4.8374,6.6862,5.7481,1.8362,16.2826,1.3283,1.5757,16.3786,3.1998,0,26.8115
China,CHN,2012,4.9868,6.7747,5.8699,1.8144,16.7712,1.4917,1.5491,16.3011,3.3187,0,29.0773
China,CHN,2013,5.0553,6.7099,6.0161,1.76,17.091,1.6075,1.3326,16.1082,3.6498,0,30.5314
China,CHN,2014,5.2433,6.8095,5.8091,1.7874,17.1416,1.7524,1.4211,16.0806,3.8652,0,29.8349
China,CHN,2015,5.3923,6.8863,5.8929,1.8113,17.2684,1.6532,1.4906,16.4972,4.1827,0,25.7591
China,CHN,2016,5.3962,6.8563,5.9667,1.803,17.6866,1.6439,1.4838,16.4854,4.2488,0,27.1578
China,CHN,2017,5.4809,6.9123,6.1103,1.7862,18.2085,1.7558,1.5861,16.5248,3.9716,0,30.2089
China,CHN,2018,5.4163,7.028,6.1042,1.78,18.764,1.7837,1.5253,16.563,3.9694,0,30.2125
Colombia,COL,1961,0.8881,1.9975,1.0657,1.4815,11.367,0.5388,0.5923,5.6522,2.0646,0.4333,22.864
Colombia,COL,1962,1.08,1.9661,1.0818,1.3415,11.62,0.5474,0.5607,5.6522,2.2041,0.4412,21.6292
Colombia,COL,1963,0.7965,2.1654,1.1348,1.6216,8.3091,0.5844,0.4633,5.6338,2.0274,0.4486,20.7357
Colombia,COL,1964,0.85,1.9835,1.2545,1.6129,11.434,0.5526,0.5179,5.6,1.9595,0.4432,19.2966
Colombia,COL,1965,0.9167,1.7932,1.0022,1.6835,11.463,0.5263,0.5639,5.6338,1.9531,0.4572,22.5172
Colombia,COL,1966,1.1364,1.9429,1.005,1.4857,10,0.5469,0.5021,5.9155,1.7273,0.4684,24.8276
Colombia,COL,1967,1.1765,2.2755,1.0759,1.6667,10.1266,0.5594,0.6166,5.9028,1.5607,0.4595,26.3448
Colombia,COL,1968,1.1667,2.8373,1.0831,2,10.4938,0.5757,0.558,5.8175,1.6,0.4615,26.5517
Colombia,COL,1969,1.2546,2.7728,1.2034,2.0472,10.5629,0.6301,0.58,6.129,1.5551,0.4479,26.4407
Colombia,COL,1970,1.1828,3.2271,1.3257,1.9835,10.8573,0.5843,0.75,8,1.7045,0.4158,26.7158
Colombia,COL,1971,1.1343,3.5673,1.2281,1.8276,9.8403,0.7049,0.7326,8,1.9281,0.4286,26.7833
Colombia,COL,1972,1.14,3.8098,1.291,1.937,9.2,0.7222,0.7356,8,1.5433,0.4183,26.6968
Colombia,COL,1973,1.2814,4.0427,1.2737,1.8,10.4513,0.654,0.66,8,1.5553,0.4189,27.2727
Colombia,COL,1974,1.3038,4.2598,1.3884,2,11,0.7398,0.55,8.5002,1.6396,0.4231,30.7742
Colombia,COL,1975,1.2924,4.2528,1.2617,1.9237,12,0.7448,0.5472,7.8734,1.6111,0.4943,39.4737
Colombia,COL,1976,1.3811,4.1634,1.3648,1.9973,12.1264,0.6693,0.5455,7.9113,1.05,0.5358,32.0242
Colombia,COL,1977,0.875,4.1564,1.2968,1.8148,12.3738,0.6468,0.5,9.0362,1.7446,0.4696,30.4348
Colombia,COL,1978,1.2694,4.3246,1.2851,1.8957,14.0932,0.6745,0.5556,9.4285,1.7383,0.5124,34.6535
Colombia,COL,1979,1.3649,4.249,1.4136,2.0421,13.2845,0.6646,0.5818,8.6101,1.8484,0.5152,35.4949
Colombia,COL,1980,1.2152,4.3074,1.3893,1.9782,12.1599,0.7253,0.5893,10.3534,1.7486,0.5543,43.2773
Colombia,COL,1981,1.5974,4.2772,1.399,2.0273,13.1687,0.63,0.6071,10.3865,1.5667,0.5632,50.2081
Colombia,COL,1982,1.5607,4.2693,1.4125,2.0081,13.0085,0.6497,0.6071,9.0831,1.5931,0.5097,52.8387
Colombia,COL,1983,1.6803,4.2622,1.4834,2.0571,13.6243,0.7271,0.614,9.0023,1.5795,0.4933,42.8102
Colombia,COL,1984,1.3823,4.6235,1.4575,1.8602,15.4224,0.7316,0.614,9.0674,1.6207,0.4769,47.8548
Colombia,COL,1985,1.7101,4.6994,1.4107,1.9137,13.7337,0.7505,0.614,8.8677,1.9803,0.464,42.8571
Colombia,COL,1986,1.7684,4.6774,1.3322,2.1284,13.4085,0.8185,0.614,8.7078,1.952,0.4819,43.6893
Colombia,COL,1987,1.8186,5.3501,1.3802,1.9801,14.2614,0.7467,0.614,7.922,1.9531,0.5123,33.6948
Colombia,COL,1988,1.6319,4.564,1.367,1.885,14.8136,0.7492,0.614,8.6129,1.8202,0.4818,34.9501
Colombia,COL,1989,1.7177,4.0748,1.3749,1.9158,15.633,0.753,0.5526,8.8476,1.6988,0.469,34.3451
Colombia,COL,1990,1.8483,4.0618,1.4498,1.9986,15.2736,0.8029,0.471,9.3532,1.849,0.4652,38.3831
Colombia,COL,1991,1.9852,3.9959,1.5498,1.9244,15.6654,0.8076,0.7258,9.4555,2.0687,0.4651,43.6437
Colombia,COL,1992,1.749,4.096,1.5175,1.9451,15.5655,0.943,0.6364,9.1084,1.6771,0.4583,33.6588
Colombia,COL,1993,1.8773,4.1202,1.5465,2.1363,15.4545,0.9091,0.5,10.1888,2.0024,0.4574,34.9523
Colombia,COL,1994,2.0547,4.059,1.5671,1.9323,15.9364,0.9319,0.5,9.4651,1.9891,0.4664,34.6272
Colombia,COL,1995,2.1193,4.284,1.5537,2.1075,16.1991,0.9793,0,9.8583,2.1978,0.4656,29.9955
Colombia,COL,1996,2.1824,4.0794,1.6293,2.1395,16.1255,0.9741,0.9129,10.1765,2.1186,0.438,29.1951
Colombia,COL,1997,2.1243,4.6445,1.7054,2.078,16.2924,1.0096,1.1965,9.2083,1.9842,0.459,31.2486
Colombia,COL,1998,2.0497,4.7116,1.6598,2.1197,15.4602,0.9454,1.0685,9.0321,1.9775,0.5312,30.2388
Colombia,COL,1999,2.1537,4.8009,1.7961,2.0361,16.162,1.0108,1.0472,9.7882,1.9259,0.5265,34.2403
Colombia,COL,2000,1.5992,4.7324,2.1064,2.2493,12.818,1.0762,1.112,9.9939,1.6502,0.4418,32.7988
Colombia,COL,2001,1.5106,4.5472,2.0755,2.6594,14.3742,1.0745,1.2221,10.4108,1.3958,0.4499,28.7855
Colombia,COL,2002,1.7353,4.8001,2.2773,2.36,15.6377,1.0713,1.3806,10.31,1.6657,0.4077,28.1968
Colombia,COL,2003,1.9496,4.8536,2.6518,2.19,16.436,1.0876,1.4967,10.65,1.5525,0.4805,29.0589
Colombia,COL,2004,1.8879,4.8038,2.6357,1.6169,15.8199,1.1192,1.4436,10.8559,1.5111,0.526,27.0313
Colombia,COL,2005,2.3371,4.8388,2.7537,2,15.1954,1.1543,1.421,10.6912,1.6158,0.46,26.6851
Colombia,COL,2006,1.549,4.5717,2.5368,2,15.9033,1.1322,1.4406,10.3639,1.4294,0.456,25.3678
Colombia,COL,2007,1.8709,4.902,2.7661,2,16.6986,1.1958,1.7044,10.8337,1.5785,0.459,25.605
Colombia,COL,2008,1.8151,4.8887,2.7712,2.1574,17.6013,1.2215,1.8647,10.9215,1.9478,0.4919,27.4546
Colombia,COL,2009,1.6946,4.6956,2.6845,2.2,18.3793,1.1944,1.88,10.6899,2.4121,0.4701,27.859
Colombia,COL,2010,1.7697,4.1223,2.7227,1.7152,17.2462,1.1563,1.8242,10.6094,1.8404,0.4134,25.8633
Colombia,COL,2011,1.5964,3.9589,2.8591,2.1766,17.339,1.1223,1.552,10.7039,1.7158,0.375,26.0024
Colombia,COL,2012,1.5196,4.8066,2.9052,2.6639,18.1661,1.178,2.0097,9.6365,2.0399,0.2757,27.6412
Colombia,COL,2013,1.6938,3.8371,2.8246,2.725,18.5619,1.1689,1.7861,9.9633,2.1416,0.3012,30.0043
Colombia,COL,2014,1.4785,4.7836,3.5651,2.5095,20.0521,1.2253,1.7491,11.0801,2.2443,0.358,27.0737
Colombia,COL,2015,1.8539,4.8709,3.6714,2.5803,19.4786,1.0933,1.8436,8.7794,1.9964,0.4007,29.9347
Colombia,COL,2016,1.5941,5.363,3.0737,2.7665,18.8924,0.9153,1.7782,9.8974,2.3861,0.4023,29.2764
Colombia,COL,2017,1.6196,5.5135,3.5005,2.6848,22.7565,1.3188,1.842,10.0246,2.2497,0.3886,28.1485
Colombia,COL,2018,1.6355,5.2234,3.547,2.75,21.9929,1.2159,1.9592,9.8835,2.1537,0.3626,28.2429
Comoros,COM,1961,0,1.125,1.0455,0,0,0,0,5,0,0.41,7.1429
Comoros,COM,1962,0,1.125,1.0952,0,0,0,0,5.0602,0,0.4,7.1429
Comoros,COM,1963,0,1.0989,1.0222,0,0,0,0,5.0602,0,0.4182,7.1429
Comoros,COM,1964,0,1.1957,1.04,0,0,0,0,5.122,0,0.4483,7
Comoros,COM,1965,0,1.1009,1.0714,0,0,0,0,5.25,0,0.4125,6.9697
Comoros,COM,1966,0,1.0833,1.1,0,0,0,0,5.122,0,0.4313,6.9697
Comoros,COM,1967,0,1.1009,1.0938,0,0,0,0,5.25,0,0.4828,7.1212
Comoros,COM,1968,0,1.2222,1.0938,0,0,0,0,5.25,0,0.3818,7.0588
Comoros,COM,1969,0,1.1111,1.0606,0,0,0,0,5.0602,0,0.4554,7.2059
Comoros,COM,1970,0,1.1111,1.0606,0,0,0,0,5,0,0.4364,7.1429
Comoros,COM,1971,0,0.8889,1.0606,0,0,0,0,5,0,0.2667,7.2857
Comoros,COM,1972,0,0.989,1.0588,0,0,0,0,5.0633,0,0.4545,7.2222
Comoros,COM,1973,0,1.087,1.0571,0,0,0,0,5,0,0.3167,7.5
Comoros,COM,1974,0,1.1579,1.0556,0,0,0,0,4.7059,0,0.475,7.4324
Comoros,COM,1975,0,1.2632,1.0526,0,0,0,0,5,0,0.35,7.2365
Comoros,COM,1976,0,1.2,1.05,0,0,0,0,6.2857,0,0.25,7.2495
Comoros,COM,1977,0,1.2621,1.0698,0,0,0,0,4.9333,0,0.3333,7.467
Comoros,COM,1978,0,1.2381,1,0,0,0,0,5,0,0.25,7.4798
Comoros,COM,1979,0,1.0833,1,0,0,0,0,4.8571,0,0.3,7.619
Comoros,COM,1980,0,1.0833,1,0,0,0,0,4.8529,0,0.1829,7.619
Comoros,COM,1981,0,1.0833,1,0,0,0,0,4.8529,0,0.3077,7.4419
Comoros,COM,1982,0,1.0833,1,0,0,0,0,4.9254,0,0.241,6.875
Comoros,COM,1983,0,1.0833,1.25,0,0,0,0,5,0,0.3077,6.8
Comoros,COM,1984,0,1.0154,1.725,0,0,0,0,4.1009,0,0.3077,7.33
Comoros,COM,1985,0,1.0156,1.4792,0,0,0,0,4.1033,0,0.3077,7.52
Comoros,COM,1986,0,1.0156,1.6625,0,0,0,0,4,0,0.3182,6.425
Comoros,COM,1987,0,1.0156,2.4025,0,0,0,0,5.0058,0,0.3134,5.8026
Comoros,COM,1988,0,1.0156,2.4022,0,0,0,0,5.0057,0,0.3284,5.8045
Comoros,COM,1989,0,1.1538,2.4035,0,0,0,0,5.0056,0,0.3284,5.8044
Comoros,COM,1990,0,1.1407,2.38,0,12,0,0,4.5333,0,0.3793,5.627
Comoros,COM,1991,0,1.1852,2.3379,0,13.3333,0,0,4.8131,0,0.3146,5.9182
Comoros,COM,1992,0,1.1786,2.3197,0,14.2857,0,0,4.9263,0,0.3163,5.9418
Comoros,COM,1993,0,1.1808,2.3015,0,15,0,0,5.0337,0,0.3179,5.7363
Comoros,COM,1994,0,1.1828,2.2834,0,14.98,0,0,5.1576,0,0.3196,5.9474
Comoros,COM,1995,0,1.1853,2.2652,0,13.9818,0,0,5.3261,0,0.3225,5.8915
Comoros,COM,1996,0,1.188,2.2452,0,13.8596,0,0,5.2746,0,0.2768,6
Comoros,COM,1997,0,1.1909,2.1765,0,13.8462,0,0,5.3936,0,0.3243,5.5702
Comoros,COM,1998,0,1.1937,1.9328,0,13.9706,0,0,5.4063,0,0.3282,5.734
Comoros,COM,1999,0,1.1961,2.1815,0,14.4444,0,0,5.3649,0,0.3333,5.8227
Comoros,COM,2000,0,1.2028,2.199,0,15.3846,0,0,5.392,0,0.3333,5.9115
Comoros,COM,2001,0,1.2035,2.1878,0,15,0,0,5.4128,0,0.3319,5.7146
Comoros,COM,2002,0,1.2036,2.1766,0,14.08,0,0,5.4559,0,0.3328,5.7991
Comoros,COM,2003,0,1.2031,2.1653,0,14.2857,0,0,5.5238,0,0.3333,5.6481
Comoros,COM,2004,0,1.2024,2.154,0,14.3501,0,0,5.5238,0,0.3346,5.6364
Comoros,COM,2005,0,1.2,2.1426,0,14.3583,0,0,5.514,0,0.3346,5.7522
Comoros,COM,2006,0,1.1765,2.1312,0,14.2857,0,0,5.5046,0,0.3333,5.7377
Comoros,COM,2007,0,1.2143,2.1198,0,14.3351,0,0,5.5357,0,0.3348,5.7376
Comoros,COM,2008,0,1.1765,2.1084,0,14.7487,0,0,5.5652,0,0.3355,5.7497
Comoros,COM,2009,0,1.215,2.097,0,14.7302,0,0,5.5085,0,0.335,5.7613
Comoros,COM,2010,0,1.2632,2.0856,0,14.7749,0,0,5.5328,0,0.3349,5.762
Comoros,COM,2011,0,1.2619,2.0742,0,14.8196,0,0,5.6066,0,0.3347,5.7627
Comoros,COM,2012,0,1.2273,2.0628,0,14.8651,0,0,5.5904,0,0.3346,5.7635
Comoros,COM,2013,0,1.2889,2.0514,0,14.9102,0,0,5.5994,0,0.3344,5.7642
Comoros,COM,2014,0,1.2717,2.0392,0,14.9476,0,0,5.6106,0,0.3349,5.7527
Comoros,COM,2015,0,1.2624,2.0384,0,14.8668,0,0,5.6511,0,0.3353,5.7565
Comoros,COM,2016,0,1.2697,2.0361,0,14.828,0,0,5.6547,0,0.3341,5.7652
Comoros,COM,2017,0,1.2738,2.0286,0,14.8504,0,0,5.6681,0,0.3341,5.7653
Comoros,COM,2018,0,1.2779,2.0211,0,14.8731,0,0,5.6814,0,0.3342,5.7653
Congo,COG,1961,0,0.7,0.75,0,1.6,0.5405,0.5938,5.0526,0,0.3,3.517
Congo,COG,1962,0,0.6961,0.75,0,2.2,0.5366,0.5882,5.0526,0,0.21,3
Congo,COG,1963,0,0.8043,1.02,0,2,0.5455,0.6,4.9474,0,0.2667,3.3125
Congo,COG,1964,0,0.8602,1,0,2,0.5556,0.5946,5,0,0.3667,3.8235
Congo,COG,1965,0,1.0417,1,0,2.2,0.5532,0.6053,5,0,0.2667,4.2105
Congo,COG,1966,0,2,0.625,0,2.8,0.551,0.6154,5.1064,0,0.2923,5
Congo,COG,1967,0,2.3333,0.625,0,3.6667,0.56,0.625,4.8438,0,0.3813,5
Congo,COG,1968,0,2.2857,0.9375,0,5,0.5577,0.619,4.7423,0,0.4293,5
Congo,COG,1969,0,1.7143,0.5714,0,6,0.5556,0.6279,4.6186,0,0.3983,5.2
Congo,COG,1970,0,2,0.5714,0,7.1429,0.5636,0.6364,4.61,0,0.448,5
Congo,COG,1971,0,1.6667,0.6667,0,8.0769,0.5614,0.6304,4.75,0,0.5065,4.25
Congo,COG,1972,0,1.2,0.6667,0,6.9231,0.569,0.625,4.9898,0,0.5179,4.7778
Congo,COG,1973,0,1.0458,0.5385,0,6.8966,0.5763,0.6354,4.9,0,0.5156,5.5556
Congo,COG,1974,0,1,0.6054,0,8.1857,0.5738,0.6458,4.9179,0,0.5907,5.0002
Congo,COG,1975,0,1,0.6,0,5.12,0.5726,0.6398,5.5,0,0.7085,4.9998
Congo,COG,1976,0,1,0.6,0,5.12,0.5683,0.6449,6.7956,0,0.5613,5
Congo,COG,1977,0,1,0.6111,0,5,0.573,0.65,5.5,0,0.7191,4.9996
Congo,COG,1978,0,1,0.3846,0,4.68,0.5,0.6531,5.9184,0,0.5417,6.0976
Congo,COG,1979,0,1,0.6538,0,4.8148,0.4545,0.6633,6.3158,0,0.66,7.7143
Congo,COG,1980,0,1.0096,0.8056,0,5.8133,0.4001,0.6735,6.875,0,0.5557,9.2219
Congo,COG,1981,0,1.0519,0.96,0,5.503,0.45,0.67,7.0926,0,0.5271,8.3784
Congo,COG,1982,0,1.0481,0.5701,0,5.097,0.4516,0.68,7.3387,0,0.5933,7.986
Congo,COG,1983,0,1.0238,0.7166,0,3.6061,0.4333,0.69,7.1568,0,0.3781,8.0044
Congo,COG,1984,0,1.065,0.6547,0,3.7545,0.4516,0.6863,7.1568,0,0.4438,8.1066
Congo,COG,1985,0,1.0222,0.7564,0,6.515,0.4688,0.7059,7.1564,0,0.4393,7.9907
Congo,COG,1986,0,1.365,0.8365,0,8.7336,0.5,0.7115,7.1959,0,0.3589,7.6968
Congo,COG,1987,0,1.1764,0.7558,0,8.6308,0.5625,0.717,7.1609,0,0.32,8.0846
Congo,COG,1988,0,1.1258,0.7896,0,8.3913,0.6061,0.7091,7.1611,0,0.2839,7.9293
Congo,COG,1989,0,1.1062,0.8243,0,8.4042,0.6176,0.7321,6.3526,0,0.3691,7.965
Congo,COG,1990,0,0.8494,0.5784,0,8.56,0.6571,0.7368,6.5048,0,0.4111,8.0952
Congo,COG,1991,0,0.7989,0.5984,0,8.1852,0.6757,0.7414,7.373,0,0.3841,8
Congo,COG,1992,0,0.7922,0.6041,0,8.2643,0.6,0.7481,7.3874,0,0.3911,7.9167
Congo,COG,1993,0,0.81,0.6028,0,8.4994,0.6501,0.7491,6.5638,0,0.3902,8
Congo,COG,1994,0,0.7637,0.6239,0,8.4966,0.6632,0.75,7.6068,0,0.3747,7.9245
Congo,COG,1995,0,0.6881,0.7631,0,8.9867,0.6669,0.7541,7.8623,0,0.4044,7.928
Congo,COG,1996,0,0.7193,0.7725,0,8.7235,0.7008,0.7581,8.1266,0,0.3097,7.8769
Congo,COG,1997,0,0.7,0.7732,0,8.7371,0.7853,0.7377,8.2143,0,0.3233,7.65
Congo,COG,1998,0,0.7117,0.7825,0,8.8526,0.7592,0.7581,8.2057,0,0.3276,7.3167
Congo,COG,1999,0,0.6998,0.7713,0,8.9149,0.7814,0.7619,9,0,0.3,7.9998
Congo,COG,2000,0,0.6998,0.8,0,8.998,0.7826,0.7656,9,0,0.3,7.9997
Congo,COG,2001,0,0.7,0.803,0,8.7808,0.7719,0.7575,9,0,0.3,8.0003
Congo,COG,2002,0,0.7001,0.806,0,8.998,0.7826,0.7656,9,0,0.3004,8.0024
Congo,COG,2003,0,0.7059,0.8152,0,8.931,0.7791,0.7639,9.1435,0,0.303,7.2727
Congo,COG,2004,0,0.69,0.8062,0,8.8542,0.7995,0.7566,9.1392,0,0.2942,7.3983
Congo,COG,2005,0,0.5789,0.8087,0,7.6786,0.782,0.7558,9.1582,0,0.2667,7.3115
Congo,COG,2006,0,0.5946,0.8174,0,8.4314,0.7609,0.7552,9.3191,0,0.2667,7.238
Congo,COG,2007,0,0.5789,0.7917,0,8.4906,0.75,0.7571,9.5008,0,0.2593,7.1508
Congo,COG,2008,0,0.619,0.8049,0,8.5455,0.7708,0.7639,9.9692,0,0.3433,7.0595
Congo,COG,2009,0,0.6522,0.8095,0,8.5,0.82,0.757,9.848,0,0.2667,6.5911
Congo,COG,2010,0,0.6256,0.8174,0,8.5696,0.8125,0.7658,9.9151,0,0.2613,6.9517
Congo,COG,2011,0,0.6086,0.8285,0,8.5967,0.8036,0.7498,10.1065,0,0.2724,7.1012
Congo,COG,2012,0,0.611,0.8219,0,8.5947,0.8009,0.7222,10.1195,0,0.2755,7.0825
Congo,COG,2013,0,0.6059,0.8239,0,8.5918,0.8032,0.7253,10.2199,0,0.2736,7.0344
Congo,COG,2014,0,0.5933,0.8312,0,8.6225,0.806,0.7381,10.3888,0,0.2766,6.9049
Congo,COG,2015,0,0.5916,0.84,0,8.6353,0.8138,0.7401,10.5848,0,0.2785,6.8847
Congo,COG,2016,0,0.5954,0.8363,0,8.654,0.8093,0.736,10.6486,0,0.3182,6.8667
Congo,COG,2017,0,0.5922,0.8385,0,8.6649,0.8113,0.7342,10.764,0,0.3333,6.8336
Congo,COG,2018,0,0.5889,0.8408,0,8.6758,0.8132,0.7326,10.8793,0,0.2776,6.8006
Cook Islands,COK,1961,0,0,0,0,0,0,0,19.697,0,0,3.2
Cook Islands,COK,1962,0,0,0,0,0,0,0,20,0,0,3.3
Cook Islands,COK,1963,0,0,0,0,0,0,0,20.3125,0,0,3.3
Cook Islands,COK,1964,0,0,0,0,0,0,0,20,0,0,3.3077
Cook Islands,COK,1965,0,0,0,0,0,0,0,20.3252,0,0,3
Cook Islands,COK,1966,0,0,0,0,0,0,0,19.1781,0,0,2.9839
Cook Islands,COK,1967,0,0,0,0,0,0,0,19.7183,0,0,3.6667
Cook Islands,COK,1968,0,0,0,0,0,0,0,20,0,0,2.25
Cook Islands,COK,1969,0,0,0,0,0,0,0,23.9726,0,0,7.5
Cook Islands,COK,1970,0,0,0,0,0,0,0,23.9726,0,0,8.4615
Cook Islands,COK,1971,0,0,0,0,0,0,0,26.863,0,0,12.6667
Cook Islands,COK,1972,0,0,0,0,0,0,0,36.3148,0,0,6.6667
Cook Islands,COK,1973,0,0,0,0,0,0,0,26.0274,0,0,12.963
Cook Islands,COK,1974,0,0,0,0,0,0,0,28,0,0,9.3264
Cook Islands,COK,1975,0,0,0,0,0,0,0,24.1935,0,0,12.1
Cook Islands,COK,1976,0,0,0,0,0,0,0,25,0,0,5.5
Cook Islands,COK,1977,0,0,0,0,0,0,0,23.3871,0,0,1.1192
Cook Islands,COK,1978,0,0,0,0,0,0,0,23.3871,0,0,1.8653
Cook Islands,COK,1979,0,0,0,0,0,0,0,23.3871,0,0,2.1606
Cook Islands,COK,1980,0,0,0,0,0,0,0,23.3333,0,0,9.6
Cook Islands,COK,1981,0,0,0,0,0,0,0,22.2222,0,0,12
Cook Islands,COK,1982,0,0,0,0,0,0,0,18.6364,0,0,9.6
Cook Islands,COK,1983,0,0,0,0,0,0,0,15.3846,0,0,5
Cook Islands,COK,1984,0,0,0,0,0,0,0,13.9286,0,0,9.5
Cook Islands,COK,1985,0,0,0,0,0,0,0,12.1212,0,0,12.5
Cook Islands,COK,1986,0,0,0,0,0,0,0,11.1111,0,0,5
Cook Islands,COK,1987,0,0,0,0,0,0,0,10,0,0,4.2105
Cook Islands,COK,1988,0,0,0,0,0,0,0,9.5012,0,0,4.1899
Cook Islands,COK,1989,0,0,0,0,0,0,0,13.3333,0,0,5
Cook Islands,COK,1990,0,0,0,0,0,0,0,32,0,0,5
Cook Islands,COK,1991,0,0,0,0,0,0,0,30.4,0,0,5
Cook Islands,COK,1992,0,0,0,0,0,0,0,33.25,0,0,6.6667
Cook Islands,COK,1993,0,0,0,0,0,0,0,23.3333,0,0,7.5
Cook Islands,COK,1994,0,0,0,0,0,0,0,20.5556,0,0,5
